pk_energy,report_id,location_id,location_name,active,country,bu_rc_id,bu_rc_name,fiscal_year,fiscal_quarter,status,energy_classification,media_type,amount_consumed_mwh,renewable_energy,share_renewable,amount_consumed_gj,co2_factor,co2e_t,costs,primary_energy_remark,secondary_energy_remark,source_last_updated,load_date
283f9e897738e9ed9a2643a848d3a5cb,1010,1,Synthetic Site 001,True,DE,3001,SI_D_DI,2024,Q3,Approved,Primary Energy,Natural Gas,882.046,0.0,0.0,3175.366,0.2192,193.3445,68266.66,Meter reading confirmed.,,2024-05-01 00:00:00,2026-07-10 08:00:00.000
abb08ea892c6bb85361f62ffb3737b07,1010,1,Synthetic Site 001,True,DE,3001,SI_D_DI,2024,Q3,Approved,Secondary Energy,District Cooling,107.129,0.0,0.0,385.664,0.1032,11.0557,7095.69,Estimate based on floor area.,,2024-05-01 00:00:00,2026-07-10 08:00:00.000
dfadbbc761ce54a5e8983d88645dbf6b,1010,1,Synthetic Site 001,True,DE,3001,SI_D_DI,2024,Q3,Approved,Secondary Energy,District Heating,241.215,0.0,0.0,868.374,0.168,40.5241,20987.06,Based on smart meter export.,,2024-05-01 00:00:00,2026-07-10 08:00:00.000
a99e3cc3e1f1d5f18ffe0c02af50fbd6,1011,1,Synthetic Site 001,True,DE,3001,SI_D_DI,2024,Q4,Approved,Secondary Energy,Electricity,2281.141,591.016,25.908789,8212.108,0.3924,895.1197,359513.85,Data sourced from utility invoice.,,2024-08-01 00:00:00,2026-07-10 08:00:00.000
4d544f283f0c96f04cc933134ed48160,1011,1,Synthetic Site 001,True,DE,3001,SI_D_DI,2024,Q4,In Work,Primary Energy,Natural Gas,982.763,0.0,0.0,3537.947,0.2191,215.3234,66936.82,Reviewed and approved by site controller.,,2024-08-01 00:00:00,2026-07-10 08:00:00.000
609c5bb7e23a8eaf7581f871ba4614c0,1011,1,Synthetic Site 001,True,DE,3001,SI_D_DI,2024,Q4,Approved,Secondary Energy,District Cooling,131.986,0.0,0.0,475.15,0.1049,13.8453,9229.09,Provisional; final invoice pending.,Grid factor from national registry.,2024-08-01 00:00:00,2026-07-10 08:00:00.000
a476b62b35de94a737e2f8218c39cdd1,1011,1,Synthetic Site 001,True,DE,3001,SI_D_DI,2024,Q4,Approved,Secondary Energy,District Heating,268.436,0.0,0.0,966.37,0.1936,51.9692,24630.91,Based on smart meter export.,Market-based method used.,2024-08-01 00:00:00,2026-07-10 08:00:00.000
76db0a78fa99f47bf0ac8efaa4db7db0,1012,1,Synthetic Site 001,True,DE,3001,SI_D_DI,2025,Q1,Approved,Secondary Energy,Electricity,2908.653,1126.385,38.725314,10471.151,0.3814,1109.3603,482847.73,Based on smart meter export.,,2024-11-01 00:00:00,2026-07-10 08:00:00.000
bafa426b25b9055839998d2dd98c5d4c,1012,1,Synthetic Site 001,True,DE,3001,SI_D_DI,2025,Q1,Approved,Primary Energy,Natural Gas,1151.952,0.0,0.0,4147.027,0.1969,226.8193,100753.3,Extrapolated from previous quarter.,,2024-11-01 00:00:00,2026-07-10 08:00:00.000
2398e5cf23a4da343393799f01ed5ee5,1012,1,Synthetic Site 001,True,DE,3001,SI_D_DI,2025,Q1,Approved,Secondary Energy,District Cooling,155.123,0.0,0.0,558.443,0.0985,15.2796,10590.25,Data sourced from utility invoice.,,2024-11-01 00:00:00,2026-07-10 08:00:00.000
d0470db920e2997154a272b10fcab7bc,1012,1,Synthetic Site 001,True,DE,3001,SI_D_DI,2025,Q1,Approved,Secondary Energy,District Heating,336.498,0.0,0.0,1211.393,0.1722,57.945,33685.81,Reviewed and approved by site controller.,,2024-11-01 00:00:00,2026-07-10 08:00:00.000
4f1df1a3d0d9ea43516e5399f77c83ca,1013,1,Synthetic Site 001,True,DE,3001,SI_D_DI,2025,Q2,Approved,Secondary Energy,Electricity,2200.815,400.233,18.185672,7922.934,0.3672,808.1393,341879.37,Data sourced from utility invoice.,,2025-02-01 00:00:00,2026-07-10 08:00:00.000
f921f7eb473d6c600e149bd470a604a2,1013,1,Synthetic Site 001,True,DE,3001,SI_D_DI,2025,Q2,Approved,Primary Energy,Natural Gas,917.965,0.0,0.0,3304.674,0.1905,174.8723,66573.93,Extrapolated from previous quarter.,,2025-02-01 00:00:00,2026-07-10 08:00:00.000
c59d4224140b32eaf0500101cb252eca,1013,1,Synthetic Site 001,True,DE,3001,SI_D_DI,2025,Q2,Approved,Secondary Energy,District Cooling,134.934,0.0,0.0,485.762,0.1062,14.33,8257.35,Verified by local energy manager.,,2025-02-01 00:00:00,2026-07-10 08:00:00.000
bee781076bfc9328b436d3066cb4708d,1013,1,Synthetic Site 001,True,DE,3001,SI_D_DI,2025,Q2,In Work,Secondary Energy,District Heating,271.995,0.0,0.0,979.182,0.1774,48.2519,21071.25,Meter reading confirmed.,,2025-02-01 00:00:00,2026-07-10 08:00:00.000
fcbe38827a1a140ccbcdc527b6d0716f,1014,1,Synthetic Site 001,True,DE,3001,SI_D_DI,2025,Q3,Approved,Secondary Energy,Electricity,1856.687,679.633,36.604608,6684.073,0.3878,720.0232,240496.97,Reviewed and approved by site controller.,,2025-05-01 00:00:00,2026-07-10 08:00:00.000
5037a5f2359d0e33d1679830c072cd93,1014,1,Synthetic Site 001,True,DE,3001,SI_D_DI,2025,Q3,Approved,Primary Energy,Natural Gas,918.27,0.0,0.0,3305.772,0.1842,169.1453,65875.02,Verified by local energy manager.,,2025-05-01 00:00:00,2026-07-10 08:00:00.000
adde363c2647a7df51af163a6ffc89bd,1014,1,Synthetic Site 001,True,DE,3001,SI_D_DI,2025,Q3,Approved,Secondary Energy,District Cooling,104.369,0.0,0.0,375.728,0.0989,10.3221,8333.22,Reviewed and approved by site controller.,Grid factor from national registry.,2025-05-01 00:00:00,2026-07-10 08:00:00.000
363e86c236db6a17af4c059eca7deb22,1014,1,Synthetic Site 001,True,DE,3001,SI_D_DI,2025,Q3,Approved,Secondary Energy,District Heating,260.539,0.0,0.0,937.94,0.1654,43.0932,24910.6,Meter reading confirmed.,,2025-05-01 00:00:00,2026-07-10 08:00:00.000
7a457b69d6721343d97fcee79531e77c,1015,1,Synthetic Site 001,True,DE,3001,SI_D_DI,2025,Q4,Approved,Secondary Energy,Electricity,2121.234,696.881,32.852623,7636.442,0.3968,841.7057,322545.1,Reviewed and approved by site controller.,,2025-08-01 00:00:00,2026-07-10 08:00:00.000
7a285d3f415d69901479b4dcf5105044,1015,1,Synthetic Site 001,True,DE,3001,SI_D_DI,2025,Q4,Approved,Primary Energy,Natural Gas,1018.252,0.0,0.0,3665.707,0.2013,204.9741,78682.57,Reviewed and approved by site controller.,,2025-08-01 00:00:00,2026-07-10 08:00:00.000
e8939c9ace84c03869be03f4e13a4dcd,1015,1,Synthetic Site 001,True,DE,3001,SI_D_DI,2025,Q4,Approved,Secondary Energy,District Cooling,137.927,0.0,0.0,496.537,0.0915,12.6203,9498.69,Based on smart meter export.,Grid factor from national registry.,2025-08-01 00:00:00,2026-07-10 08:00:00.000
736d8a2c095381679bba8b1228f264ba,1015,1,Synthetic Site 001,True,DE,3001,SI_D_DI,2025,Q4,Approved,Secondary Energy,District Heating,311.539,0.0,0.0,1121.54,0.1694,52.7747,25672.38,Provisional; final invoice pending.,,2025-08-01 00:00:00,2026-07-10 08:00:00.000
67014d4a8d2ef6a4835f5708c95d2272,1016,1,Synthetic Site 001,True,DE,3001,SI_D_DI,2026,Q1,Approved,Secondary Energy,Electricity,2642.538,190.699,7.216509,9513.137,0.3629,958.977,360126.64,Reviewed and approved by site controller.,,2025-11-01 00:00:00,2026-07-10 08:00:00.000
5d2da43d27a9c7cccd8d707fea6f0053,1016,1,Synthetic Site 001,True,DE,3001,SI_D_DI,2026,Q1,Approved,Primary Energy,Natural Gas,1210.974,0.0,0.0,4359.506,0.2071,250.7927,105613.89,Provisional; final invoice pending.,,2025-11-01 00:00:00,2026-07-10 08:00:00.000
d604e523961426701f7df48b1f213c69,1016,1,Synthetic Site 001,True,DE,3001,SI_D_DI,2026,Q1,Approved,Secondary Energy,District Cooling,156.537,0.0,0.0,563.533,0.0918,14.3701,10753.26,,,2025-11-01 00:00:00,2026-07-10 08:00:00.000
ebedb009b811a64c076804ca67afe542,1016,1,Synthetic Site 001,True,DE,3001,SI_D_DI,2026,Q1,Approved,Secondary Energy,District Heating,340.8,0.0,0.0,1226.88,0.1815,61.8552,29022.47,Based on smart meter export.,,2025-11-01 00:00:00,2026-07-10 08:00:00.000
0ac248fa5f6b4af458eec407492381cf,1017,1,Synthetic Site 001,True,DE,3001,SI_D_DI,2026,Q2,Approved,Secondary Energy,Electricity,2293.395,250.222,10.91055,8256.222,0.3697,847.8681,389074.77,Based on smart meter export.,,2026-02-01 00:00:00,2026-07-10 08:00:00.000
e7d81624e28e5244de69402517be8027,1017,1,Synthetic Site 001,True,DE,3001,SI_D_DI,2026,Q2,Approved,Primary Energy,Natural Gas,996.508,0.0,0.0,3587.429,0.2023,201.5936,91554.73,Verified by local energy manager.,,2026-02-01 00:00:00,2026-07-10 08:00:00.000
0baf39cce5b4d76e2711cb15a58b72c2,1017,1,Synthetic Site 001,True,DE,3001,SI_D_DI,2026,Q2,Approved,Secondary Energy,District Cooling,131.536,0.0,0.0,473.53,0.0913,12.0092,8456.1,Data sourced from utility invoice.,,2026-02-01 00:00:00,2026-07-10 08:00:00.000
90eb2f273b4397258bee3a517c9a2c5f,1017,1,Synthetic Site 001,True,DE,3001,SI_D_DI,2026,Q2,Approved,Secondary Energy,District Heating,283.113,0.0,0.0,1019.207,0.1943,55.0089,22119.32,Verified by local energy manager.,,2026-02-01 00:00:00,2026-07-10 08:00:00.000
1d58977e6375967ced7c28c19d0572ec,1018,1,Synthetic Site 001,True,DE,3001,SI_D_DI,2026,Q3,Approved,Secondary Energy,Electricity,2025.361,708.229,34.968038,7291.3,0.3773,764.1687,315749.62,Estimate based on floor area.,,2026-05-01 00:00:00,2026-07-10 08:00:00.000
41191fb2837e8626973db119ee69afa3,1018,1,Synthetic Site 001,True,DE,3001,SI_D_DI,2026,Q3,Approved,Primary Energy,Natural Gas,889.942,0.0,0.0,3203.791,0.1968,175.1406,77861.87,Provisional; final invoice pending.,,2026-05-01 00:00:00,2026-07-10 08:00:00.000
9dd50c1047c156fb69a7f0345c301085,1018,1,Synthetic Site 001,True,DE,3001,SI_D_DI,2026,Q3,Approved,Secondary Energy,District Cooling,120.515,0.0,0.0,433.854,0.0943,11.3646,7502.57,Meter reading confirmed.,,2026-05-01 00:00:00,2026-07-10 08:00:00.000
57e3ac4a5314d74f4c26965e0c75d70e,1018,1,Synthetic Site 001,True,DE,3001,SI_D_DI,2026,Q3,Approved,Secondary Energy,District Heating,238.467,0.0,0.0,858.481,0.1718,40.9686,24398.34,Provisional; final invoice pending.,Market-based method used.,2026-05-01 00:00:00,2026-07-10 08:00:00.000
5be25ea821def0df1c3eb6f5eeb86562,1019,1,Synthetic Site 001,True,DE,3001,SI_D_DI,2026,Q4,Approved,Secondary Energy,Electricity,2428.512,723.345,29.785523,8742.643,0.3945,958.048,328779.55,Meter reading confirmed.,,2026-08-01 00:00:00,2026-07-10 08:00:00.000
8a91f2411cfc33f53be75c36bf8f18f9,1019,1,Synthetic Site 001,True,DE,3001,SI_D_DI,2026,Q4,Approved,Primary Energy,Natural Gas,1027.196,0.0,0.0,3697.906,0.1928,198.0434,72987.03,Based on smart meter export.,Grid factor from national registry.,2026-08-01 00:00:00,2026-07-10 08:00:00.000
0b102f0f9f7d7873477d59d11835a5cf,1019,1,Synthetic Site 001,True,DE,3001,SI_D_DI,2026,Q4,Approved,Secondary Energy,District Cooling,141.843,0.0,0.0,510.635,0.1056,14.9786,10867.52,Estimate based on floor area.,,2026-08-01 00:00:00,2026-07-10 08:00:00.000
461dff38f7c6fcd6784e736e641ed651,1019,1,Synthetic Site 001,True,DE,3001,SI_D_DI,2026,Q4,Approved,Secondary Energy,District Heating,297.627,0.0,0.0,1071.457,0.1683,50.0906,25919.03,Based on smart meter export.,,2026-08-01 00:00:00,2026-07-10 08:00:00.000
0ce1a17d9f338958606ad1c9b796db8b,1020,2,Synthetic Site 002,True,BE,3012,SI_D_PM,2022,Q1,Approved,Secondary Energy,Electricity,229.177,41.079,17.924574,825.037,0.1789,40.9998,31653.9,Verified by local energy manager.,,2021-11-01 00:00:00,2026-07-10 08:00:00.000
7cc8f8b6d6c21f971354d24a195e4305,1020,2,Synthetic Site 002,True,BE,3012,SI_D_PM,2022,Q1,Approved,Primary Energy,Natural Gas,116.147,0.0,0.0,418.129,0.2168,25.1807,9608.19,Reviewed and approved by site controller.,,2021-11-01 00:00:00,2026-07-10 08:00:00.000
d1666601dfc7fd890144b969df2a97e5,1020,2,Synthetic Site 002,True,BE,3012,SI_D_PM,2022,Q1,Approved,Primary Energy,Acetylene,16.789,0.0,0.0,60.44,0.258,4.3316,3587.56,Estimate based on floor area.,,2021-11-01 00:00:00,2026-07-10 08:00:00.000
1bc00d75bcdbe40c7a0f7026449ce016,1020,2,Synthetic Site 002,True,BE,3012,SI_D_PM,2022,Q1,Approved,Secondary Energy,District Heating,13.816,0.0,0.0,49.738,0.1819,2.5131,1097.46,Estimate based on floor area.,,2021-11-01 00:00:00,2026-07-10 08:00:00.000
8a688b4d8b6250b459ae039c2ca2cb26,1021,2,Synthetic Site 002,True,BE,3012,SI_D_PM,2022,Q2,Approved,Secondary Energy,Electricity,198.516,71.757,36.146709,714.658,0.1889,37.4997,28118.93,Provisional; final invoice pending.,,2022-02-01 00:00:00,2026-07-10 08:00:00.000
49d2258ce767da7ecd250239b235febc,1021,2,Synthetic Site 002,True,BE,3012,SI_D_PM,2022,Q2,Approved,Primary Energy,Natural Gas,85.93,0.0,0.0,309.348,0.1957,16.8165,6454.3,Meter reading confirmed.,Grid factor from national registry.,2022-02-01 00:00:00,2026-07-10 08:00:00.000
067074adc150cd40d6bd1419373f1db0,1021,2,Synthetic Site 002,True,BE,3012,SI_D_PM,2022,Q2,Approved,Primary Energy,Acetylene,15.008,0.0,0.0,54.029,0.2549,3.8255,3956.1,Verified by local energy manager.,Scope 2 allocation applied.,2022-02-01 00:00:00,2026-07-10 08:00:00.000
b395a2931eaba6a152b050836568fceb,1021,2,Synthetic Site 002,True,BE,3012,SI_D_PM,2022,Q2,Approved,Secondary Energy,District Heating,9.781,0.0,0.0,35.212,0.1949,1.9063,927.22,Based on smart meter export.,Supplier guarantee of origin applied.,2022-02-01 00:00:00,2026-07-10 08:00:00.000
9741c820e1ac9c90ae976eab4711616b,1022,2,Synthetic Site 002,True,BE,3012,SI_D_PM,2022,Q3,Approved,Secondary Energy,Electricity,165.74,33.377,20.138168,596.664,0.1758,29.1371,23019.06,Meter reading confirmed.,,2022-05-01 00:00:00,2026-07-10 08:00:00.000
1b086ab419be11ee6807e2363c34b881,1022,2,Synthetic Site 002,True,BE,3012,SI_D_PM,2022,Q3,Approved,Primary Energy,Natural Gas,72.692,0.0,0.0,261.691,0.2155,15.6651,4950.57,Meter reading confirmed.,Supplier guarantee of origin applied.,2022-05-01 00:00:00,2026-07-10 08:00:00.000
