pk_energy,report_id,location_id,location_name,active,country,bu_rc_id,bu_rc_name,fiscal_year,fiscal_quarter,scope,status,media_type,halo_name,amount_consumed_mwh,emissions_t,co2_factor,co2e_t,source_last_updated,load_date
a4104c520eb1f3f62415344299df5bd2,1002,1,Synthetic Site 001,True,DE,3001,SI_D_DI,2022,Q3,Scope 2,Approved,District Cooling,,114.666,,0.0989,11.3405,2022-05-01 00:00:00,2026-07-10 08:00:00.000
30489c8a200f617457acc1fabb6c51e8,1002,1,Synthetic Site 001,True,DE,3001,SI_D_DI,2022,Q3,Scope 2,Approved,District Heating,,225.441,,0.174,39.2267,2022-05-01 00:00:00,2026-07-10 08:00:00.000
eb3237825c7c3566f4e521b5922188a5,1003,1,Synthetic Site 001,True,DE,3001,SI_D_DI,2022,Q4,Scope 2,Approved,Electricity,,2246.155,,0.3893,874.4281,2022-08-01 00:00:00,2026-07-10 08:00:00.000
23036e67071b7fee2aab58c196bdc87f,1003,1,Synthetic Site 001,True,DE,3001,SI_D_DI,2022,Q4,Scope 1,Approved,Natural Gas,,992.973,,0.1922,190.8494,2022-08-01 00:00:00,2026-07-10 08:00:00.000
04bfbd36008ac77945ebd2a9705eb79d,1003,1,Synthetic Site 001,True,DE,3001,SI_D_DI,2022,Q4,Scope 2,Approved,District Cooling,,116.168,,0.0934,10.8501,2022-08-01 00:00:00,2026-07-10 08:00:00.000
6e07a6534c96309603ad1831c2d758e7,1003,1,Synthetic Site 001,True,DE,3001,SI_D_DI,2022,Q4,Scope 2,Approved,District Heating,,271.679,,0.1662,45.153,2022-08-01 00:00:00,2026-07-10 08:00:00.000
0ffa3301572ee6573f4f3449d0527b1d,1004,1,Synthetic Site 001,True,DE,3001,SI_D_DI,2023,Q1,Scope 2,Approved,Electricity,,2685.492,,0.3965,1064.7976,2022-11-01 00:00:00,2026-07-10 08:00:00.000
72b5cc9cd80d813708cabb4951a1d4e3,1004,1,Synthetic Site 001,True,DE,3001,SI_D_DI,2023,Q1,Scope 1,Approved,Natural Gas,,1063.084,,0.2086,221.7593,2022-11-01 00:00:00,2026-07-10 08:00:00.000
8d46529d883d977d11b3627263d2aa5b,1004,1,Synthetic Site 001,True,DE,3001,SI_D_DI,2023,Q1,Scope 2,Approved,District Cooling,,149.494,,0.1037,15.5025,2022-11-01 00:00:00,2026-07-10 08:00:00.000
fb58a7edfc3bdcbe91f40730728adfba,1004,1,Synthetic Site 001,True,DE,3001,SI_D_DI,2023,Q1,Scope 2,Approved,District Heating,,344.422,,0.1882,64.8202,2022-11-01 00:00:00,2026-07-10 08:00:00.000
dbc574b2b710e268980228d3b47dfdf7,1005,1,Synthetic Site 001,True,DE,3001,SI_D_DI,2023,Q2,Scope 2,Approved,Electricity,,1927.816,,0.3865,745.1009,2023-02-01 00:00:00,2026-07-10 08:00:00.000
da1cf0a7fed30fae0583be82483bea68,1005,1,Synthetic Site 001,True,DE,3001,SI_D_DI,2023,Q2,Scope 1,Approved,Natural Gas,,896.082,,0.2142,191.9408,2023-02-01 00:00:00,2026-07-10 08:00:00.000
af57efa38b623702218676a7f8d25b0d,1005,1,Synthetic Site 001,True,DE,3001,SI_D_DI,2023,Q2,Scope 2,Approved,District Cooling,,116.153,,0.0931,10.8138,2023-02-01 00:00:00,2026-07-10 08:00:00.000
cefb9d1e193aca63704b0b3d05cfb068,1005,1,Synthetic Site 001,True,DE,3001,SI_D_DI,2023,Q2,Scope 2,Approved,District Heating,,259.517,,0.1633,42.3791,2023-02-01 00:00:00,2026-07-10 08:00:00.000
e591f772dce0e37e13e80d114cf57ee2,1006,1,Synthetic Site 001,True,DE,3001,SI_D_DI,2023,Q3,Scope 2,Approved,Electricity,,1856.547,,0.3815,708.2727,2023-05-01 00:00:00,2026-07-10 08:00:00.000
126440df09dcc9061e5df212e1a3146b,1006,1,Synthetic Site 001,True,DE,3001,SI_D_DI,2023,Q3,Scope 1,Approved,Natural Gas,,835.03,,0.2022,168.8431,2023-05-01 00:00:00,2026-07-10 08:00:00.000
7a5c9af53ec91a3a8dcf101ed94bd23a,1006,1,Synthetic Site 001,True,DE,3001,SI_D_DI,2023,Q3,Scope 2,Approved,District Cooling,,96.519,,0.0924,8.9184,2023-05-01 00:00:00,2026-07-10 08:00:00.000
a2b926d0dc602a564eb42ae4f4652c8f,1006,1,Synthetic Site 001,True,DE,3001,SI_D_DI,2023,Q3,Scope 2,Approved,District Heating,,232.246,,0.1669,38.7619,2023-05-01 00:00:00,2026-07-10 08:00:00.000
73a32118c001f927644f01ca43d947cd,1007,1,Synthetic Site 001,True,DE,3001,SI_D_DI,2023,Q4,Scope 2,Approved,Electricity,,1975.737,,0.3942,778.8355,2023-08-01 00:00:00,2026-07-10 08:00:00.000
3e38d52c898bd02ab92f82c462125bc6,1007,1,Synthetic Site 001,True,DE,3001,SI_D_DI,2023,Q4,Scope 1,Approved,Natural Gas,,976.383,,0.2153,210.2153,2023-08-01 00:00:00,2026-07-10 08:00:00.000
985e88dcc0fe78b6209db68fd9b8f012,1007,1,Synthetic Site 001,True,DE,3001,SI_D_DI,2023,Q4,Scope 2,Approved,District Cooling,,120.025,,0.0952,11.4264,2023-08-01 00:00:00,2026-07-10 08:00:00.000
b188245c1345faa601cfc3b7fd1a972e,1007,1,Synthetic Site 001,True,DE,3001,SI_D_DI,2023,Q4,Scope 2,Approved,District Heating,,258.775,,0.1808,46.7865,2023-08-01 00:00:00,2026-07-10 08:00:00.000
526350689be6d9d69d79194d09000482,1008,1,Synthetic Site 001,True,DE,3001,SI_D_DI,2024,Q1,Scope 2,Approved,Electricity,,2622.088,,0.395,1035.7248,2023-11-01 00:00:00,2026-07-10 08:00:00.000
787e30dc912a483d2f6ef3cd1d9b79a4,1008,1,Synthetic Site 001,True,DE,3001,SI_D_DI,2024,Q1,Scope 1,Approved,Natural Gas,,1111.527,,0.1842,204.7433,2023-11-01 00:00:00,2026-07-10 08:00:00.000
c5b81a08a39b5913ff59b36c72e285cb,1008,1,Synthetic Site 001,True,DE,3001,SI_D_DI,2024,Q1,Scope 2,Approved,District Cooling,,148.082,,0.0941,13.9345,2023-11-01 00:00:00,2026-07-10 08:00:00.000
1293f829ac01e89cde7fb0b99002865e,1008,1,Synthetic Site 001,True,DE,3001,SI_D_DI,2024,Q1,Scope 2,Approved,District Heating,,321.298,,0.164,52.6929,2023-11-01 00:00:00,2026-07-10 08:00:00.000
fc1f5a517572d3c5edeeb36f4af00c80,1009,1,Synthetic Site 001,True,DE,3001,SI_D_DI,2024,Q2,Scope 2,Approved,Electricity,,1900.932,,0.3648,693.46,2024-02-01 00:00:00,2026-07-10 08:00:00.000
4893c6bfe5c256734e2722f3c89a967d,1009,1,Synthetic Site 001,True,DE,3001,SI_D_DI,2024,Q2,Scope 1,Approved,Natural Gas,,925.819,,0.2149,198.9585,2024-02-01 00:00:00,2026-07-10 08:00:00.000
e30a2f9c7e073f7700f695b84f0a40d3,1009,1,Synthetic Site 001,True,DE,3001,SI_D_DI,2024,Q2,Scope 2,Approved,District Cooling,,124.514,,0.1015,12.6382,2024-02-01 00:00:00,2026-07-10 08:00:00.000
88e12bc53848fed6c0f8a485a8950bd5,1009,1,Synthetic Site 001,True,DE,3001,SI_D_DI,2024,Q2,Scope 2,Approved,District Heating,,255.334,,0.197,50.3008,2024-02-01 00:00:00,2026-07-10 08:00:00.000
c447edfa47390ee14f92db84452a1f79,1010,1,Synthetic Site 001,True,DE,3001,SI_D_DI,2024,Q3,Scope 2,Approved,Electricity,,1921.152,,0.3649,701.0284,2024-05-01 00:00:00,2026-07-10 08:00:00.000
ad1cf1e1502892717e40279603afcdfa,1010,1,Synthetic Site 001,True,DE,3001,SI_D_DI,2024,Q3,Scope 1,Approved,Natural Gas,,882.046,,0.2192,193.3445,2024-05-01 00:00:00,2026-07-10 08:00:00.000
5187815957a0bfadb7352dc4805d3008,1010,1,Synthetic Site 001,True,DE,3001,SI_D_DI,2024,Q3,Scope 2,Approved,District Cooling,,107.129,,0.1032,11.0557,2024-05-01 00:00:00,2026-07-10 08:00:00.000
9a8f3c2ab98cb0d4896dff4629bfb168,1010,1,Synthetic Site 001,True,DE,3001,SI_D_DI,2024,Q3,Scope 2,Approved,District Heating,,241.215,,0.168,40.5241,2024-05-01 00:00:00,2026-07-10 08:00:00.000
c164e676570dc36043a861b2bd54d74a,1011,1,Synthetic Site 001,True,DE,3001,SI_D_DI,2024,Q4,Scope 2,Approved,Electricity,,2281.141,,0.3924,895.1197,2024-08-01 00:00:00,2026-07-10 08:00:00.000
c1b46aa2020b5c2495dd3fe132d7a35d,1011,1,Synthetic Site 001,True,DE,3001,SI_D_DI,2024,Q4,Scope 1,In Work,Natural Gas,,982.763,,0.2191,215.3234,2024-08-01 00:00:00,2026-07-10 08:00:00.000
b149635fa0c2582a33540e1e33695dcf,1011,1,Synthetic Site 001,True,DE,3001,SI_D_DI,2024,Q4,Scope 2,Approved,District Cooling,,131.986,,0.1049,13.8453,2024-08-01 00:00:00,2026-07-10 08:00:00.000
4cd39b35b543aa728fda017df4da35c3,1011,1,Synthetic Site 001,True,DE,3001,SI_D_DI,2024,Q4,Scope 2,Approved,District Heating,,268.436,,0.1936,51.9692,2024-08-01 00:00:00,2026-07-10 08:00:00.000
440a2c965cd0975162f9a69a5784bae8,1012,1,Synthetic Site 001,True,DE,3001,SI_D_DI,2025,Q1,Scope 2,Approved,Electricity,,2908.653,,0.3814,1109.3603,2024-11-01 00:00:00,2026-07-10 08:00:00.000
101305644838cf883b22dd102ea2f06f,1012,1,Synthetic Site 001,True,DE,3001,SI_D_DI,2025,Q1,Scope 1,Approved,Natural Gas,,1151.952,,0.1969,226.8193,2024-11-01 00:00:00,2026-07-10 08:00:00.000
085908ef2efd903e15de0ea4e4f6eca3,1012,1,Synthetic Site 001,True,DE,3001,SI_D_DI,2025,Q1,Scope 2,Approved,District Cooling,,155.123,,0.0985,15.2796,2024-11-01 00:00:00,2026-07-10 08:00:00.000
73dcd392e7763145f80b97c0b9b1ab60,1012,1,Synthetic Site 001,True,DE,3001,SI_D_DI,2025,Q1,Scope 2,Approved,District Heating,,336.498,,0.1722,57.945,2024-11-01 00:00:00,2026-07-10 08:00:00.000
d81d6ae1e5a353ed3a0b62c0d3b4520c,1013,1,Synthetic Site 001,True,DE,3001,SI_D_DI,2025,Q2,Scope 2,Approved,Electricity,,2200.815,,0.3672,808.1393,2025-02-01 00:00:00,2026-07-10 08:00:00.000
5fcc5abc299fb1753a8d64b7018efb5d,1013,1,Synthetic Site 001,True,DE,3001,SI_D_DI,2025,Q2,Scope 1,Approved,Natural Gas,,917.965,,0.1905,174.8723,2025-02-01 00:00:00,2026-07-10 08:00:00.000
7f91d1bca2b9710535759036d9a766d4,1013,1,Synthetic Site 001,True,DE,3001,SI_D_DI,2025,Q2,Scope 2,Approved,District Cooling,,134.934,,0.1062,14.33,2025-02-01 00:00:00,2026-07-10 08:00:00.000
4ea437a5260b58861e3640bd63074af4,1013,1,Synthetic Site 001,True,DE,3001,SI_D_DI,2025,Q2,Scope 2,In Work,District Heating,,271.995,,0.1774,48.2519,2025-02-01 00:00:00,2026-07-10 08:00:00.000
30012e843a5201bde8b2b31c330a9ac6,1014,1,Synthetic Site 001,True,DE,3001,SI_D_DI,2025,Q3,Scope 2,Approved,Electricity,,1856.687,,0.3878,720.0232,2025-05-01 00:00:00,2026-07-10 08:00:00.000
76061aa7bcd44ff3ff1943b7809862ce,1014,1,Synthetic Site 001,True,DE,3001,SI_D_DI,2025,Q3,Scope 1,Approved,Natural Gas,,918.27,,0.1842,169.1453,2025-05-01 00:00:00,2026-07-10 08:00:00.000
0cbaaee3fa9ed17dc2fef93c0aedf08d,1014,1,Synthetic Site 001,True,DE,3001,SI_D_DI,2025,Q3,Scope 2,Approved,District Cooling,,104.369,,0.0989,10.3221,2025-05-01 00:00:00,2026-07-10 08:00:00.000
ac42c7db0ddf0158f9a6926e7ce46b2e,1014,1,Synthetic Site 001,True,DE,3001,SI_D_DI,2025,Q3,Scope 2,Approved,District Heating,,260.539,,0.1654,43.0932,2025-05-01 00:00:00,2026-07-10 08:00:00.000
ab930d1eda6a5a8ed1330e0014b2fd87,1015,1,Synthetic Site 001,True,DE,3001,SI_D_DI,2025,Q4,Scope 2,Approved,Electricity,,2121.234,,0.3968,841.7057,2025-08-01 00:00:00,2026-07-10 08:00:00.000
46cb1e9b88b17eab7d11c33e48093ab8,1015,1,Synthetic Site 001,True,DE,3001,SI_D_DI,2025,Q4,Scope 1,Approved,Natural Gas,,1018.252,,0.2013,204.9741,2025-08-01 00:00:00,2026-07-10 08:00:00.000
f9d94c36f83a1f8ea4974053333c1003,1015,1,Synthetic Site 001,True,DE,3001,SI_D_DI,2025,Q4,Scope 2,Approved,District Cooling,,137.927,,0.0915,12.6203,2025-08-01 00:00:00,2026-07-10 08:00:00.000
15dcd250045062e170bf348cebd0e4d3,1015,1,Synthetic Site 001,True,DE,3001,SI_D_DI,2025,Q4,Scope 2,Approved,District Heating,,311.539,,0.1694,52.7747,2025-08-01 00:00:00,2026-07-10 08:00:00.000
a3ede33fc2ed5814d218ca629dade5f2,1016,1,Synthetic Site 001,True,DE,3001,SI_D_DI,2026,Q1,Scope 2,Approved,Electricity,,2642.538,,0.3629,958.977,2025-11-01 00:00:00,2026-07-10 08:00:00.000
f7e08c4f8d8c5af036c93691ec0b1466,1016,1,Synthetic Site 001,True,DE,3001,SI_D_DI,2026,Q1,Scope 1,Approved,Natural Gas,,1210.974,,0.2071,250.7927,2025-11-01 00:00:00,2026-07-10 08:00:00.000
45416e6bebbc42de5062faedadc586fe,1016,1,Synthetic Site 001,True,DE,3001,SI_D_DI,2026,Q1,Scope 2,Approved,District Cooling,,156.537,,0.0918,14.3701,2025-11-01 00:00:00,2026-07-10 08:00:00.000
1fcd99cc771abc9e3e76c2bb6694bec4,1016,1,Synthetic Site 001,True,DE,3001,SI_D_DI,2026,Q1,Scope 2,Approved,District Heating,,340.8,,0.1815,61.8552,2025-11-01 00:00:00,2026-07-10 08:00:00.000
ca5fd12fce914b244050a78bfbf4b202,1017,1,Synthetic Site 001,True,DE,3001,SI_D_DI,2026,Q2,Scope 2,Approved,Electricity,,2293.395,,0.3697,847.8681,2026-02-01 00:00:00,2026-07-10 08:00:00.000
3f62de27de971a6c0a6dd7abe9f119ef,1017,1,Synthetic Site 001,True,DE,3001,SI_D_DI,2026,Q2,Scope 1,Approved,Natural Gas,,996.508,,0.2023,201.5936,2026-02-01 00:00:00,2026-07-10 08:00:00.000
2c9293fe5fceda19407f1b55ec5986a9,1017,1,Synthetic Site 001,True,DE,3001,SI_D_DI,2026,Q2,Scope 2,Approved,District Cooling,,131.536,,0.0913,12.0092,2026-02-01 00:00:00,2026-07-10 08:00:00.000
271e7caa189ad8e980b9731c91f946c5,1017,1,Synthetic Site 001,True,DE,3001,SI_D_DI,2026,Q2,Scope 2,Approved,District Heating,,283.113,,0.1943,55.0089,2026-02-01 00:00:00,2026-07-10 08:00:00.000
f265a1001ac031105d2314f815c3ca77,1018,1,Synthetic Site 001,True,DE,3001,SI_D_DI,2026,Q3,Scope 2,Approved,Electricity,,2025.361,,0.3773,764.1687,2026-05-01 00:00:00,2026-07-10 08:00:00.000
091f85dca185f0b9ce35fad74577aa9e,1018,1,Synthetic Site 001,True,DE,3001,SI_D_DI,2026,Q3,Scope 1,Approved,Natural Gas,,889.942,,0.1968,175.1406,2026-05-01 00:00:00,2026-07-10 08:00:00.000
cd2363ffc2a9d1a0963a395c0761a236,1018,1,Synthetic Site 001,True,DE,3001,SI_D_DI,2026,Q3,Scope 2,Approved,District Cooling,,120.515,,0.0943,11.3646,2026-05-01 00:00:00,2026-07-10 08:00:00.000
af72350948154e52cc7d1093a54082da,1018,1,Synthetic Site 001,True,DE,3001,SI_D_DI,2026,Q3,Scope 2,Approved,District Heating,,238.467,,0.1718,40.9686,2026-05-01 00:00:00,2026-07-10 08:00:00.000
2ad0649ddc2510ff06b6637932db749b,1019,1,Synthetic Site 001,True,DE,3001,SI_D_DI,2026,Q4,Scope 2,Approved,Electricity,,2428.512,,0.3945,958.048,2026-08-01 00:00:00,2026-07-10 08:00:00.000
a9133135372b0f1f4703742d3645f67a,1019,1,Synthetic Site 001,True,DE,3001,SI_D_DI,2026,Q4,Scope 1,Approved,Natural Gas,,1027.196,,0.1928,198.0434,2026-08-01 00:00:00,2026-07-10 08:00:00.000
449de3d71b7e6058ffcd2aff9adf393d,1019,1,Synthetic Site 001,True,DE,3001,SI_D_DI,2026,Q4,Scope 2,Approved,District Cooling,,141.843,,0.1056,14.9786,2026-08-01 00:00:00,2026-07-10 08:00:00.000
d23ebacbf535a292803dd6a9147f61db,1019,1,Synthetic Site 001,True,DE,3001,SI_D_DI,2026,Q4,Scope 2,Approved,District Heating,,297.627,,0.1683,50.0906,2026-08-01 00:00:00,2026-07-10 08:00:00.000
f5d70972693051217f7ea1d1b475c5fb,1020,2,Synthetic Site 002,True,BE,3012,SI_D_PM,2022,Q1,Scope 2,Approved,Electricity,,229.177,,0.1789,40.9998,2021-11-01 00:00:00,2026-07-10 08:00:00.000
8ef7135b6238084f36a658f592ee3d53,1020,2,Synthetic Site 002,True,BE,3012,SI_D_PM,2022,Q1,Scope 1,Approved,Natural Gas,,116.147,,0.2168,25.1807,2021-11-01 00:00:00,2026-07-10 08:00:00.000
049d3da02ef66981dec987313bacb4a1,1020,2,Synthetic Site 002,True,BE,3012,SI_D_PM,2022,Q1,Scope 1,Approved,Acetylene,,16.789,,0.258,4.3316,2021-11-01 00:00:00,2026-07-10 08:00:00.000
b26ace2c0e37e6f9a48cd59ca9c72a9e,1020,2,Synthetic Site 002,True,BE,3012,SI_D_PM,2022,Q1,Scope 2,Approved,District Heating,,13.816,,0.1819,2.5131,2021-11-01 00:00:00,2026-07-10 08:00:00.000
5bf032d157e2eba910fa44c7c89a0d97,1021,2,Synthetic Site 002,True,BE,3012,SI_D_PM,2022,Q2,Scope 2,Approved,Electricity,,198.516,,0.1889,37.4997,2022-02-01 00:00:00,2026-07-10 08:00:00.000
978f299faf27e13d4b53da8f818de9a6,1021,2,Synthetic Site 002,True,BE,3012,SI_D_PM,2022,Q2,Scope 1,Approved,Natural Gas,,85.93,,0.1957,16.8165,2022-02-01 00:00:00,2026-07-10 08:00:00.000
63446ce4295373d02283c398c315634c,1021,2,Synthetic Site 002,True,BE,3012,SI_D_PM,2022,Q2,Scope 1,Approved,Acetylene,,15.008,,0.2549,3.8255,2022-02-01 00:00:00,2026-07-10 08:00:00.000
b91cae97d06c959a81b2fc5851020e97,1021,2,Synthetic Site 002,True,BE,3012,SI_D_PM,2022,Q2,Scope 2,Approved,District Heating,,9.781,,0.1949,1.9063,2022-02-01 00:00:00,2026-07-10 08:00:00.000
162f027d5d78371ca98efa653da39aa4,1022,2,Synthetic Site 002,True,BE,3012,SI_D_PM,2022,Q3,Scope 2,Approved,Electricity,,165.74,,0.1758,29.1371,2022-05-01 00:00:00,2026-07-10 08:00:00.000
a69311c16ffcc7b84ffb71a05a2132fe,1022,2,Synthetic Site 002,True,BE,3012,SI_D_PM,2022,Q3,Scope 1,Approved,Natural Gas,,72.692,,0.2155,15.6651,2022-05-01 00:00:00,2026-07-10 08:00:00.000
4817155c3d07ab95ba2fd9ae9a308534,1022,2,Synthetic Site 002,True,BE,3012,SI_D_PM,2022,Q3,Scope 1,Approved,Acetylene,,13.378,,0.261,3.4917,2022-05-01 00:00:00,2026-07-10 08:00:00.000
bde0871482b1c2b7a0b22405ede0a91b,1022,2,Synthetic Site 002,True,BE,3012,SI_D_PM,2022,Q3,Scope 2,Approved,District Heating,,9.153,,0.169,1.5469,2022-05-01 00:00:00,2026-07-10 08:00:00.000
fdda9d31f2d8cc09e69027e9483e6c1b,1023,2,Synthetic Site 002,True,BE,3012,SI_D_PM,2022,Q4,Scope 2,Approved,Electricity,,194.416,,0.1887,36.6863,2022-08-01 00:00:00,2026-07-10 08:00:00.000
d6d8edceba49c811923ae322330b229e,1023,2,Synthetic Site 002,True,BE,3012,SI_D_PM,2022,Q4,Scope 1,Approved,Natural Gas,,85.341,,0.2007,17.1279,2022-08-01 00:00:00,2026-07-10 08:00:00.000
6b2ecdc32f1e5ebad57c762810aaec98,1023,2,Synthetic Site 002,True,BE,3012,SI_D_PM,2022,Q4,Scope 1,Approved,Acetylene,,15.722,,0.2812,4.421,2022-08-01 00:00:00,2026-07-10 08:00:00.000
79ed26c62e04dee046c4974d823f074b,1023,2,Synthetic Site 002,True,BE,3012,SI_D_PM,2022,Q4,Scope 2,Approved,District Heating,,10.444,,0.1765,1.8434,2022-08-01 00:00:00,2026-07-10 08:00:00.000
ad14f516ad29ab3b6db5d240b0038e26,1024,2,Synthetic Site 002,True,BE,3012,SI_D_PM,2023,Q1,Scope 2,Approved,Electricity,,225.498,,0.1851,41.7397,2022-11-01 00:00:00,2026-07-10 08:00:00.000
5537244459066fd060d4c248f783b1ba,1024,2,Synthetic Site 002,True,BE,3012,SI_D_PM,2023,Q1,Scope 1,Approved,Natural Gas,,109.514,,0.1942,21.2676,2022-11-01 00:00:00,2026-07-10 08:00:00.000
6d80da2e3bdd290ea474f675de5e65d3,1024,2,Synthetic Site 002,True,BE,3012,SI_D_PM,2023,Q1,Scope 1,Approved,Acetylene,,19.063,,0.2569,4.8973,2022-11-01 00:00:00,2026-07-10 08:00:00.000
cd22fc11a86c5a54b5e97df595816281,1024,2,Synthetic Site 002,True,BE,3012,SI_D_PM,2023,Q1,Scope 2,Approved,District Heating,,12.298,,0.1724,2.1202,2022-11-01 00:00:00,2026-07-10 08:00:00.000
fd0385fd25f7cfc1863d57a98446d8ee,1025,2,Synthetic Site 002,True,BE,3012,SI_D_PM,2023,Q2,Scope 2,Approved,Electricity,,199.549,,0.1852,36.9565,2023-02-01 00:00:00,2026-07-10 08:00:00.000
9ad36223b8af451a96459a02b07a84e1,1025,2,Synthetic Site 002,True,BE,3012,SI_D_PM,2023,Q2,Scope 1,Approved,Natural Gas,,91.35,,0.2139,19.5398,2023-02-01 00:00:00,2026-07-10 08:00:00.000
2f0ad0be01cd29fa96003d624adb1eba,1025,2,Synthetic Site 002,True,BE,3012,SI_D_PM,2023,Q2,Scope 1,Approved,Acetylene,,15.342,,0.2586,3.9674,2023-02-01 00:00:00,2026-07-10 08:00:00.000
3d48a264167667f9d58e1ee427cb0ac5,1025,2,Synthetic Site 002,True,BE,3012,SI_D_PM,2023,Q2,Scope 2,Approved,District Heating,,10.175,,0.1904,1.9373,2023-02-01 00:00:00,2026-07-10 08:00:00.000
7db9ee83d7904a1f8057339f9aa9e675,1026,2,Synthetic Site 002,True,BE,3012,SI_D_PM,2023,Q3,Scope 2,Approved,Electricity,,171.72,,0.1819,31.2359,2023-05-01 00:00:00,2026-07-10 08:00:00.000
a0c8ab842f292aec2f4770f3e462daa3,1026,2,Synthetic Site 002,True,BE,3012,SI_D_PM,2023,Q3,Scope 1,Approved,Natural Gas,,70.707,,0.2018,14.2687,2023-05-01 00:00:00,2026-07-10 08:00:00.000
042fd6b3c40b37203e0023761d147967,1026,2,Synthetic Site 002,True,BE,3012,SI_D_PM,2023,Q3,Scope 1,Approved,Acetylene,,13.244,,0.2366,3.1335,2023-05-01 00:00:00,2026-07-10 08:00:00.000
2d49613dc137731cc0c52b163eb376e7,1026,2,Synthetic Site 002,True,BE,3012,SI_D_PM,2023,Q3,Scope 2,Approved,District Heating,,9.325,,0.1698,1.5834,2023-05-01 00:00:00,2026-07-10 08:00:00.000
947d84791f99a1075615830437e3f278,1027,2,Synthetic Site 002,True,BE,3012,SI_D_PM,2023,Q4,Scope 2,Approved,Electricity,,201.301,,0.1838,36.9991,2023-08-01 00:00:00,2026-07-10 08:00:00.000
9ae35a23710bf75354511347202dd119,1027,2,Synthetic Site 002,True,BE,3012,SI_D_PM,2023,Q4,Scope 1,Approved,Natural Gas,,94.025,,0.2177,20.4692,2023-08-01 00:00:00,2026-07-10 08:00:00.000
9529c571732d235194d200cd88a97a32,1027,2,Synthetic Site 002,True,BE,3012,SI_D_PM,2023,Q4,Scope 1,Approved,Acetylene,,14.58,,0.2819,4.1101,2023-08-01 00:00:00,2026-07-10 08:00:00.000
6fe9cdfc15f1db68ce4a9839f58bf62d,1027,2,Synthetic Site 002,True,BE,3012,SI_D_PM,2023,Q4,Scope 2,Approved,District Heating,,10.172,,0.1976,2.01,2023-08-01 00:00:00,2026-07-10 08:00:00.000
37ba48478af43d490a98a78080bd23c4,1028,2,Synthetic Site 002,True,BE,3012,SI_D_PM,2024,Q1,Scope 2,Approved,Electricity,,244.282,,0.1824,44.557,2023-11-01 00:00:00,2026-07-10 08:00:00.000
de7a319fdebe54dd129687757f0b7ef5,1028,2,Synthetic Site 002,True,BE,3012,SI_D_PM,2024,Q1,Scope 1,Approved,Natural Gas,,109.604,,0.1887,20.6823,2023-11-01 00:00:00,2026-07-10 08:00:00.000
7d85cfd4f9a3135c8ddabdd6ffaf81b6,1028,2,Synthetic Site 002,True,BE,3012,SI_D_PM,2024,Q1,Scope 1,Approved,Acetylene,,18.027,,0.2512,4.5284,2023-11-01 00:00:00,2026-07-10 08:00:00.000
