report_id,location_id,location_name,active,country,bu_rc_id,bu_rc_name,fiscal_year,fiscal_quarter,status,currency,env_installation_id,name,number_installations,impact_environment,relevance,legal_norm,remark,env_installations_remark,source_last_updated,load_date
3003,1,Synthetic Site 001,True,DE,3001,SI_D_DI,2025,Y,Approved,EUR,8573.0,Air compressor,2.0,Air polluting installations,Environmental relevant,,,,2025-04-15 00:00:00.000,2026-07-10 08:00:00.000
3004,1,Synthetic Site 001,True,DE,3001,SI_D_DI,2026,Y,Approved,EUR,8574.0,Diesel generator,3.0,Air polluting installations,Notifiable,,,,2026-06-26 00:00:00.000,2026-07-10 08:00:00.000
3004,1,Synthetic Site 001,True,DE,3001,SI_D_DI,2026,Y,Approved,EUR,8575.0,Fuel burning boiler,1.0,Air polluting installations,Subject to authorization,,Documentation updated following last audit.,,2026-06-26 00:00:00.000,2026-07-10 08:00:00.000
3004,1,Synthetic Site 001,True,DE,3001,SI_D_DI,2026,Y,Approved,EUR,8576.0,,,Air polluting installations,Environmental relevant,,,,2026-06-26 00:00:00.000,2026-07-10 08:00:00.000
3005,2,Synthetic Site 002,True,BE,3012,SI_D_PM,2022,Y,Approved,EUR,8577.0,,,Air polluting installations,Environmental relevant,BImSchV,,,2021-12-21 00:00:00.000,2026-07-10 08:00:00.000
3005,2,Synthetic Site 002,True,BE,3012,SI_D_PM,2022,Y,Approved,EUR,8578.0,Selective soldering unit,3.0,Air polluting installations,Notifiable,,,,2021-12-21 00:00:00.000,2026-07-10 08:00:00.000
3005,2,Synthetic Site 002,True,BE,3012,SI_D_PM,2022,Y,Approved,EUR,8579.0,Chiller,2.0,Cooling installation with HCFC/CFC,Notifiable,42. BImSchV,,,2021-12-21 00:00:00.000,2026-07-10 08:00:00.000
3006,2,Synthetic Site 002,True,BE,3012,SI_D_PM,2023,Y,Approved,EUR,8580.0,,,Air polluting installations,Environmental relevant,BImSchV,Routine inspection completed; no non-conformities found.,,2022-11-20 00:00:00.000,2026-07-10 08:00:00.000
3006,2,Synthetic Site 002,True,BE,3012,SI_D_PM,2023,Y,Approved,EUR,8581.0,,,Air polluting installations,Notifiable,,,,2022-11-20 00:00:00.000,2026-07-10 08:00:00.000
3006,2,Synthetic Site 002,True,BE,3012,SI_D_PM,2023,Y,Approved,EUR,8582.0,Chiller,2.0,Cooling installation with HCFC/CFC,Notifiable,,Minor maintenance scheduled for next quarter.,,2022-11-20 00:00:00.000,2026-07-10 08:00:00.000
3007,2,Synthetic Site 002,True,BE,3012,SI_D_PM,2024,Y,Approved,EUR,8583.0,Air compressor,1.0,Air polluting installations,Environmental relevant,BImSchV,Routine inspection completed; no non-conformities found.,,2024-07-06 00:00:00.000,2026-07-10 08:00:00.000
3007,2,Synthetic Site 002,True,BE,3012,SI_D_PM,2024,Y,Approved,EUR,8584.0,Selective soldering unit,1.0,Air polluting installations,Notifiable,,Minor maintenance scheduled for next quarter.,,2024-07-06 00:00:00.000,2026-07-10 08:00:00.000
3007,2,Synthetic Site 002,True,BE,3012,SI_D_PM,2024,Y,Approved,EUR,8585.0,Chiller,4.0,Cooling installation with HCFC/CFC,Notifiable,42. BImSchV,,,2024-07-06 00:00:00.000,2026-07-10 08:00:00.000
3008,2,Synthetic Site 002,True,BE,3012,SI_D_PM,2025,Y,Approved,EUR,8586.0,,,Air polluting installations,Environmental relevant,,,,2025-07-10 00:00:00.000,2026-07-10 08:00:00.000
3008,2,Synthetic Site 002,True,BE,3012,SI_D_PM,2025,Y,Approved,EUR,8587.0,,,Air polluting installations,Notifiable,,Minor maintenance scheduled for next quarter.,,2025-07-10 00:00:00.000,2026-07-10 08:00:00.000
3008,2,Synthetic Site 002,True,BE,3012,SI_D_PM,2025,Y,Approved,EUR,8588.0,Chiller,1.0,Cooling installation with HCFC/CFC,Notifiable,42. BImSchV,Minor maintenance scheduled for next quarter.,,2025-07-10 00:00:00.000,2026-07-10 08:00:00.000
3009,2,Synthetic Site 002,False,BE,3012,SI_D_PM,2026,Y,Approved,EUR,8589.0,Air compressor,1.0,Air polluting installations,Environmental relevant,,,,2026-07-02 00:00:00.000,2026-07-10 08:00:00.000
3009,2,Synthetic Site 002,False,BE,3012,SI_D_PM,2026,Y,Approved,EUR,8590.0,Selective soldering unit,3.0,Air polluting installations,Notifiable,,,,2026-07-02 00:00:00.000,2026-07-10 08:00:00.000
3009,2,Synthetic Site 002,False,BE,3012,SI_D_PM,2026,Y,Approved,EUR,8591.0,Chiller,1.0,Cooling installation with HCFC/CFC,Notifiable,42. BImSchV,Minor maintenance scheduled for next quarter.,,2026-07-02 00:00:00.000,2026-07-10 08:00:00.000
3010,3,Synthetic Site 003,True,FR,3010,SI_D_IN,2022,Y,Approved,EUR,8592.0,Emergency power unit,1.0,Other plants,Notifiable,BetrSichV,,,2022-06-25 00:00:00.000,2026-07-10 08:00:00.000
3010,3,Synthetic Site 003,True,FR,3010,SI_D_IN,2022,Y,Approved,EUR,8593.0,,,Plants for handling with waterpolluting substances,Notifiable,AwSV,Minor maintenance scheduled for next quarter.,,2022-06-25 00:00:00.000,2026-07-10 08:00:00.000
3010,3,Synthetic Site 003,True,FR,3010,SI_D_IN,2022,Y,Approved,EUR,8594.0,,,Air polluting installations,Environmental relevant,BImSchV,,,2022-06-25 00:00:00.000,2026-07-10 08:00:00.000
3011,3,Synthetic Site 003,True,FR,3010,SI_D_IN,2023,Y,Approved,EUR,8595.0,,,Other plants,Notifiable,BetrSichV,,,2023-08-11 00:00:00.000,2026-07-10 08:00:00.000
3011,3,Synthetic Site 003,True,FR,3010,SI_D_IN,2023,Y,Approved,EUR,8596.0,Underground storage tank,1.0,Plants for handling with waterpolluting substances,Notifiable,,,,2023-08-11 00:00:00.000,2026-07-10 08:00:00.000
3011,3,Synthetic Site 003,True,FR,3010,SI_D_IN,2023,Y,Approved,EUR,8597.0,Air compressor,1.0,Air polluting installations,Environmental relevant,,Minor maintenance scheduled for next quarter.,,2023-08-11 00:00:00.000,2026-07-10 08:00:00.000
3012,3,Synthetic Site 003,True,FR,3010,SI_D_IN,2024,Y,Approved,EUR,8598.0,Emergency power unit,1.0,Other plants,Notifiable,BetrSichV,,,2024-08-10 00:00:00.000,2026-07-10 08:00:00.000
3012,3,Synthetic Site 003,True,FR,3010,SI_D_IN,2024,Y,Approved,EUR,8599.0,Underground storage tank,1.0,Plants for handling with waterpolluting substances,Notifiable,AwSV,Minor maintenance scheduled for next quarter.,,2024-08-10 00:00:00.000,2026-07-10 08:00:00.000
3012,3,Synthetic Site 003,True,FR,3010,SI_D_IN,2024,Y,Approved,EUR,8600.0,,,Air polluting installations,Environmental relevant,BImSchV,Minor maintenance scheduled for next quarter.,,2024-08-10 00:00:00.000,2026-07-10 08:00:00.000
3013,3,Synthetic Site 003,True,FR,3010,SI_D_IN,2025,Y,Approved,EUR,8601.0,,,Other plants,Notifiable,,,,2025-08-07 00:00:00.000,
3013,3,Synthetic Site 003,True,FR,3010,SI_D_IN,2025,Y,Approved,EUR,,,,Plants for handling with waterpolluting substances,Notifiable,AwSV,Minor maintenance scheduled for next quarter.,,2025-08-07 00:00:00.000,2026-07-10 08:00:00.000
3013,3,Synthetic Site 003,True,FR,3010,SI_D_IN,2025,Y,Approved,EUR,8603.0,Air compressor,3.0,,,,Minor maintenance scheduled for next quarter.,,2025-08-07 00:00:00.000,2026-07-10 08:00:00.000
3014,3,Synthetic Site 003,True,FR,3010,SI_D_IN,2026,Y,Approved,EUR,8604.0,Emergency power unit,2.0,Other plants,Notifiable,,,,2025-11-15 00:00:00.000,2026-07-10 08:00:00.000
3014,3,Synthetic Site 003,True,FR,3010,SI_D_IN,2026,Y,Approved,EUR,8605.0,,,Plants for handling with waterpolluting substances,Notifiable,AwSV,,,2025-11-15 00:00:00.000,2026-07-10 08:00:00.000
3014,3,Synthetic Site 003,True,FR,3010,SI_D_IN,2026,Y,Approved,EUR,8606.0,Air compressor,1.0,Air polluting installations,Environmental relevant,BImSchV,Minor maintenance scheduled for next quarter.,,2025-11-15 00:00:00.000,2026-07-10 08:00:00.000
3015,4,Synthetic Site 004,True,BR,3011,SI_D_OP,2022,Y,Approved,BRL,8607.0,Transformer station,2.0,Other plants,Environmental relevant,,,,2021-12-27 00:00:00.000,2026-07-10 08:00:00.000
3015,4,Synthetic Site 004,True,BR,3011,SI_D_OP,2022,Y,Approved,BRL,,Oil-water separator,1.0,Waste water treatment plants,Notifiable,WHG,,,2021-12-27 00:00:00.000,2026-07-10 08:00:00.000
3015,4,Synthetic Site 004,True,BR,3011,SI_D_OP,2022,Y,Approved,BRL,8609.0,Fuel burning boiler,2.0,Air polluting installations,Subject to authorization,BImSchV,,,2021-12-27 00:00:00.000,2026-07-10 08:00:00.000
3015,4,Synthetic Site 004,True,BR,3011,SI_D_OP,2022,Y,Approved,BRL,8610.0,Emergency power unit,1.0,Other plants,Notifiable,BetrSichV,Documentation updated following last audit.,,2021-12-27 00:00:00.000,2026-07-10 08:00:00.000
3016,4,Synthetic Site 004,True,BR,3011,SI_D_OP,2023,Y,Approved,BRL,8611.0,,,Other plants,Environmental relevant,,,,2023-06-07 00:00:00.000,2026-07-10 08:00:00.000
3016,4,Synthetic Site 004,True,BR,3011,SI_D_OP,2023,Y,Approved,BRL,8612.0,Oil-water separator,1.0,Waste water treatment plants,Notifiable,WHG,,,2023-06-07 00:00:00.000,2026-07-10 08:00:00.000
3016,4,Synthetic Site 004,True,BR,3011,SI_D_OP,2023,Y,Approved,BRL,8613.0,,,Air polluting installations,Subject to authorization,BImSchV,,,2023-06-07 00:00:00.000,2026-07-10 08:00:00.000
3016,4,Synthetic Site 004,True,BR,3011,SI_D_OP,2023,Y,Approved,BRL,8614.0,,,Other plants,Notifiable,BetrSichV,,,2023-06-07 00:00:00.000,
3017,4,Synthetic Site 004,True,BR,3011,SI_D_OP,2024,Y,Approved,BRL,8615.0,Transformer station,2.0,Other plants,Environmental relevant,,Minor maintenance scheduled for next quarter.,,2024-02-02 00:00:00.000,2026-07-10 08:00:00.000
3017,4,Synthetic Site 004,True,BR,3011,SI_D_OP,2024,Y,Approved,BRL,8616.0,,,Waste water treatment plants,Notifiable,WHG,Permit renewal pending; operations continue under existing permit.,,2024-02-02 00:00:00.000,2026-07-10 08:00:00.000
3017,4,Synthetic Site 004,True,BR,3011,SI_D_OP,2024,Y,Approved,BRL,8617.0,Fuel burning boiler,2.0,Air polluting installations,Subject to authorization,BImSchV,,,2024-02-02 00:00:00.000,2026-07-10 08:00:00.000
3017,4,Synthetic Site 004,True,BR,3011,SI_D_OP,2024,Y,Approved,BRL,8618.0,,,Other plants,Notifiable,,Documentation updated following last audit.,,2024-02-02 00:00:00.000,2026-07-10 08:00:00.000
3018,4,Synthetic Site 004,True,BR,3011,SI_D_OP,2025,Y,In Work,BRL,8619.0,Transformer station,2.0,Other plants,Environmental relevant,,,,2024-12-21 00:00:00.000,2026-07-10 08:00:00.000
3018,4,Synthetic Site 004,True,BR,3011,SI_D_OP,2025,Y,In Work,BRL,8620.0,,,Waste water treatment plants,Notifiable,WHG,,,2024-12-21 00:00:00.000,2026-07-10 08:00:00.000
3018,4,Synthetic Site 004,True,BR,3011,SI_D_OP,2025,Y,In Work,BRL,8621.0,Fuel burning boiler,2.0,Air polluting installations,Subject to authorization,,,,2024-12-21 00:00:00.000,2026-07-10 08:00:00.000
3018,4,Synthetic Site 004,True,BR,3011,SI_D_OP,2025,Y,In Work,BRL,8622.0,Emergency power unit,1.0,Other plants,Notifiable,BetrSichV,,,2024-12-21 00:00:00.000,
3019,4,Synthetic Site 004,True,BR,3011,SI_D_OP,2026,Y,Approved,BRL,8623.0,Transformer station,5.0,Other plants,Environmental relevant,,,,2026-05-29 00:00:00.000,2026-07-10 08:00:00.000
3019,4,Synthetic Site 004,True,BR,3011,SI_D_OP,2026,Y,Approved,BRL,,Oil-water separator,2.0,,,WHG,,,2026-05-29 00:00:00.000,2026-07-10 08:00:00.000
3019,4,Synthetic Site 004,True,BR,3011,SI_D_OP,2026,Y,Approved,BRL,8625.0,Fuel burning boiler,2.0,Air polluting installations,Subject to authorization,,,,2026-05-29 00:00:00.000,2026-07-10 08:00:00.000
3019,4,Synthetic Site 004,True,BR,3011,SI_D_OP,2026,Y,Approved,BRL,8626.0,Emergency power unit,4.0,Other plants,Notifiable,,,,2026-05-29 00:00:00.000,2026-07-10 08:00:00.000
3020,5,Synthetic Site 005,True,AU,3012,SI_D_PM,2022,Y,Approved,AUD,8627.0,,,Plants for handling with waterpolluting substances,Environmental relevant,,,,2022-02-11 00:00:00.000,2026-07-10 08:00:00.000
3020,5,Synthetic Site 005,True,AU,3012,SI_D_PM,2022,Y,Approved,AUD,8628.0,Hazardous waste storage,2.0,Waste treatment plants and own landfill,Notifiable,,Annual review: installation within permitted limits.,,2022-02-11 00:00:00.000,2026-07-10 08:00:00.000
3020,5,Synthetic Site 005,True,AU,3012,SI_D_PM,2022,Y,Approved,AUD,8629.0,HVAC unit,1.0,Cooling installation with HCFC/CFC,Environmental relevant,,Routine inspection completed; no non-conformities found.,,2022-02-11 00:00:00.000,2026-07-10 08:00:00.000
3020,5,Synthetic Site 005,True,AU,3012,SI_D_PM,2022,Y,Approved,AUD,8630.0,Hazardous substance storage,2.0,Plants for handling with waterpolluting substances,Subject to authorization,AwSV,,,2022-02-11 00:00:00.000,2026-07-10 08:00:00.000
3020,5,Synthetic Site 005,True,AU,3012,SI_D_PM,2022,Y,Approved,AUD,8631.0,Biological treatment unit,6.0,Waste water treatment plants,Subject to authorization,WHG-VawS,Annual review: installation within permitted limits.,,2022-02-11 00:00:00.000,2026-07-10 08:00:00.000
3021,5,Synthetic Site 005,True,AU,3012,SI_D_PM,2023,Y,Approved,AUD,8632.0,Chemical storage area,1.0,Plants for handling with waterpolluting substances,Environmental relevant,AwSV,Routine inspection completed; no non-conformities found.,,2022-12-10 00:00:00.000,2026-07-10 08:00:00.000
3021,5,Synthetic Site 005,True,AU,3012,SI_D_PM,2023,Y,Approved,AUD,8633.0,,,Waste treatment plants and own landfill,Notifiable,BetrSichV,Annual review: installation within permitted limits.,,2022-12-10 00:00:00.000,2026-07-10 08:00:00.000
3021,5,Synthetic Site 005,True,AU,3012,SI_D_PM,2023,Y,Approved,AUD,8634.0,HVAC unit,1.0,Cooling installation with HCFC/CFC,Environmental relevant,,Routine inspection completed; no non-conformities found.,,2022-12-10 00:00:00.000,2026-07-10 08:00:00.000
3021,5,Synthetic Site 005,True,AU,3012,SI_D_PM,2023,Y,Approved,AUD,8635.0,,,Plants for handling with waterpolluting substances,Subject to authorization,AwSV,Permit renewal pending; operations continue under existing permit.,,2022-12-10 00:00:00.000,
3021,5,Synthetic Site 005,True,AU,3012,SI_D_PM,2023,Y,Approved,AUD,8636.0,,,Waste water treatment plants,Subject to authorization,WHG-VawS,Annual review: installation within permitted limits.,,2022-12-10 00:00:00.000,
3022,5,Synthetic Site 005,True,AU,3012,SI_D_PM,2024,Y,Approved,AUD,8637.0,Chemical storage area,2.0,Plants for handling with waterpolluting substances,Environmental relevant,AwSV,,,2024-03-16 00:00:00.000,2026-07-10 08:00:00.000
3022,5,Synthetic Site 005,True,AU,3012,SI_D_PM,2024,Y,Approved,AUD,8638.0,Hazardous waste storage,2.0,Waste treatment plants and own landfill,Notifiable,,Annual review: installation within permitted limits.,,2024-03-16 00:00:00.000,2026-07-10 08:00:00.000
3022,5,Synthetic Site 005,True,AU,3012,SI_D_PM,2024,Y,Approved,AUD,8639.0,HVAC unit,4.0,Cooling installation with HCFC/CFC,Environmental relevant,,,,2024-03-16 00:00:00.000,2026-07-10 08:00:00.000
3022,5,Synthetic Site 005,True,AU,3012,SI_D_PM,2024,Y,Approved,AUD,8640.0,Hazardous substance storage,3.0,,,,,,2024-03-16 00:00:00.000,2026-07-10 08:00:00.000
3022,5,Synthetic Site 005,True,AU,3012,SI_D_PM,2024,Y,Approved,AUD,8641.0,Biological treatment unit,1.0,,,WHG-VawS,Annual review: installation within permitted limits.,,2024-03-16 00:00:00.000,2026-07-10 08:00:00.000
3023,5,Synthetic Site 005,True,AU,3012,SI_D_PM,2025,Y,Approved,AUD,8642.0,Chemical storage area,6.0,Plants for handling with waterpolluting substances,Environmental relevant,AwSV,,,2024-12-18 00:00:00.000,2026-07-10 08:00:00.000
3023,5,Synthetic Site 005,True,AU,3012,SI_D_PM,2025,Y,Approved,AUD,8643.0,,,Waste treatment plants and own landfill,Notifiable,BetrSichV,,,2024-12-18 00:00:00.000,2026-07-10 08:00:00.000
3023,5,Synthetic Site 005,True,AU,3012,SI_D_PM,2025,Y,Approved,AUD,8644.0,HVAC unit,2.0,Cooling installation with HCFC/CFC,Environmental relevant,,,,2024-12-18 00:00:00.000,2026-07-10 08:00:00.000
3023,5,Synthetic Site 005,True,AU,3012,SI_D_PM,2025,Y,Approved,AUD,8645.0,Hazardous substance storage,2.0,Plants for handling with waterpolluting substances,Subject to authorization,AwSV,,,2024-12-18 00:00:00.000,2026-07-10 08:00:00.000
3023,5,Synthetic Site 005,True,AU,3012,SI_D_PM,2025,Y,Approved,AUD,8646.0,,,Waste water treatment plants,Subject to authorization,WHG-VawS,Annual review: installation within permitted limits.,,2024-12-18 00:00:00.000,2026-07-10 08:00:00.000
3024,5,Synthetic Site 005,True,AU,3012,SI_D_PM,2026,Y,Approved,AUD,8647.0,Chemical storage area,1.0,Plants for handling with waterpolluting substances,Environmental relevant,AwSV,Routine inspection completed; no non-conformities found.,,2026-02-12 00:00:00.000,2026-07-10 08:00:00.000
3024,5,Synthetic Site 005,True,AU,3012,SI_D_PM,2026,Y,Approved,AUD,8648.0,Hazardous waste storage,1.0,Waste treatment plants and own landfill,Notifiable,BetrSichV,,,2026-02-12 00:00:00.000,2026-07-10 08:00:00.000
3024,5,Synthetic Site 005,True,AU,3012,SI_D_PM,2026,Y,Approved,AUD,8649.0,HVAC unit,1.0,Cooling installation with HCFC/CFC,Environmental relevant,,,,2026-02-12 00:00:00.000,2026-07-10 08:00:00.000
3024,5,Synthetic Site 005,True,AU,3012,SI_D_PM,2026,Y,Approved,AUD,8650.0,Hazardous substance storage,4.0,Plants for handling with waterpolluting substances,Subject to authorization,AwSV,,,2026-02-12 00:00:00.000,2026-07-10 08:00:00.000
3024,5,Synthetic Site 005,True,AU,3012,SI_D_PM,2026,Y,Approved,AUD,8651.0,,,Waste water treatment plants,Subject to authorization,WHG-VawS,,,2026-02-12 00:00:00.000,2026-07-10 08:00:00.000
3025,6,Synthetic Site 006,True,CN,3007,SI_D_SW,2022,Y,Approved,CNY,8652.0,Transformer station,2.0,Other plants,Environmental relevant,,,,2022-05-01 00:00:00.000,2026-07-10 08:00:00.000
3025,6,Synthetic Site 006,True,CN,3007,SI_D_SW,2022,Y,Approved,CNY,8653.0,HVAC unit,3.0,Cooling installation with HCFC/CFC,Environmental relevant,,,,2022-05-01 00:00:00.000,2026-07-10 08:00:00.000
3025,6,Synthetic Site 006,True,CN,3007,SI_D_SW,2022,Y,Approved,CNY,8654.0,Fuel burning boiler,1.0,Air polluting installations,Subject to authorization,,Documentation updated following last audit.,,2022-05-01 00:00:00.000,2026-07-10 08:00:00.000
3025,6,Synthetic Site 006,True,CN,3007,SI_D_SW,2022,Y,Approved,CNY,8655.0,Oil-water separator,3.0,Waste water treatment plants,Notifiable,,Permit renewal pending; operations continue under existing permit.,,2022-05-01 00:00:00.000,2026-07-10 08:00:00.000
3025,6,Synthetic Site 006,True,CN,3007,SI_D_SW,2022,Y,Approved,CNY,8656.0,,,Air polluting installations,Environmental relevant,,Minor maintenance scheduled for next quarter.,,2022-05-01 00:00:00.000,2026-07-10 08:00:00.000
3025,6,Synthetic Site 006,True,CN,3007,SI_D_SW,2022,Y,Approved,CNY,8657.0,Biological treatment unit,1.0,Waste water treatment plants,Subject to authorization,WHG-VawS,,,2022-05-01 00:00:00.000,2026-07-10 08:00:00.000
3025,6,Synthetic Site 006,True,CN,3007,SI_D_SW,2022,Y,Approved,CNY,,Fat separator,6.0,Waste water treatment plants,Environmental relevant,WHG,,,2022-05-01 00:00:00.000,2026-07-10 08:00:00.000
3025,6,Synthetic Site 006,True,CN,3007,SI_D_SW,2022,Y,Approved,CNY,,Selective soldering unit,2.0,,,clean air law,Documentation updated following last audit.,,2022-05-01 00:00:00.000,2026-07-10 08:00:00.000
3026,6,Synthetic Site 006,True,CN,3007,SI_D_SW,2023,Y,Approved,CNY,8660.0,Transformer station,2.0,Other plants,Environmental relevant,,,,2023-06-03 00:00:00.000,2026-07-10 08:00:00.000
3026,6,Synthetic Site 006,True,CN,3007,SI_D_SW,2023,Y,Approved,CNY,8661.0,HVAC unit,1.0,Cooling installation with HCFC/CFC,Environmental relevant,,Documentation updated following last audit.,,2023-06-03 00:00:00.000,2026-07-10 08:00:00.000
3026,6,Synthetic Site 006,True,CN,3007,SI_D_SW,2023,Y,Approved,CNY,8662.0,Fuel burning boiler,3.0,Air polluting installations,Subject to authorization,BImSchV,,,2023-06-03 00:00:00.000,2026-07-10 08:00:00.000
3026,6,Synthetic Site 006,True,CN,3007,SI_D_SW,2023,Y,Approved,CNY,8663.0,Oil-water separator,2.0,Waste water treatment plants,Notifiable,,Permit renewal pending; operations continue under existing permit.,,2023-06-03 00:00:00.000,2026-07-10 08:00:00.000
3026,6,Synthetic Site 006,True,CN,3007,SI_D_SW,2023,Y,Approved,CNY,8664.0,,,Air polluting installations,Environmental relevant,,Minor maintenance scheduled for next quarter.,,2023-06-03 00:00:00.000,2026-07-10 08:00:00.000
3026,6,Synthetic Site 006,True,CN,3007,SI_D_SW,2023,Y,Approved,CNY,8665.0,Biological treatment unit,2.0,Waste water treatment plants,Subject to authorization,WHG-VawS,Minor maintenance scheduled for next quarter.,,2023-06-03 00:00:00.000,
3026,6,Synthetic Site 006,True,CN,3007,SI_D_SW,2023,Y,Approved,CNY,8666.0,Fat separator,3.0,Waste water treatment plants,Environmental relevant,WHG,,,2023-06-03 00:00:00.000,2026-07-10 08:00:00.000
3026,6,Synthetic Site 006,True,CN,3007,SI_D_SW,2023,Y,Approved,CNY,8667.0,,,Air polluting installations,Notifiable,clean air law,,,2023-06-03 00:00:00.000,2026-07-10 08:00:00.000
3027,6,Synthetic Site 006,True,CN,3007,SI_D_SW,2024,Y,Approved,CNY,8668.0,Transformer station,2.0,Other plants,Environmental relevant,,,,2024-03-17 00:00:00.000,2026-07-10 08:00:00.000
3027,6,Synthetic Site 006,True,CN,3007,SI_D_SW,2024,Y,Approved,CNY,8669.0,,,Cooling installation with HCFC/CFC,Environmental relevant,,,,2024-03-17 00:00:00.000,2026-07-10 08:00:00.000
3027,6,Synthetic Site 006,True,CN,3007,SI_D_SW,2024,Y,Approved,CNY,8670.0,Fuel burning boiler,1.0,Air polluting installations,Subject to authorization,BImSchV,,,2024-03-17 00:00:00.000,2026-07-10 08:00:00.000
3027,6,Synthetic Site 006,True,CN,3007,SI_D_SW,2024,Y,Approved,CNY,8671.0,Oil-water separator,4.0,Waste water treatment plants,Notifiable,,,,2024-03-17 00:00:00.000,2026-07-10 08:00:00.000
3027,6,Synthetic Site 006,True,CN,3007,SI_D_SW,2024,Y,Approved,CNY,8672.0,Air compressor,3.0,Air polluting installations,Environmental relevant,BImSchV,,,2024-03-17 00:00:00.000,
3027,6,Synthetic Site 006,True,CN,3007,SI_D_SW,2024,Y,Approved,CNY,8673.0,Biological treatment unit,1.0,Waste water treatment plants,Subject to authorization,WHG-VawS,,,2024-03-17 00:00:00.000,2026-07-10 08:00:00.000
3027,6,Synthetic Site 006,True,CN,3007,SI_D_SW,2024,Y,Approved,CNY,8674.0,,,Waste water treatment plants,Environmental relevant,,Minor maintenance scheduled for next quarter.,,2024-03-17 00:00:00.000,
3027,6,Synthetic Site 006,True,CN,3007,SI_D_SW,2024,Y,Approved,CNY,8675.0,Selective soldering unit,1.0,Air polluting installations,Notifiable,clean air law,Documentation updated following last audit.,,2024-03-17 00:00:00.000,2026-07-10 08:00:00.000
3028,6,Synthetic Site 006,True,CN,3007,SI_D_SW,2025,Y,Approved,CNY,8676.0,Transformer station,1.0,Other plants,Environmental relevant,,,,2025-03-07 00:00:00.000,2026-07-10 08:00:00.000
3028,6,Synthetic Site 006,True,CN,3007,SI_D_SW,2025,Y,Approved,CNY,8677.0,,,Cooling installation with HCFC/CFC,Environmental relevant,,Documentation updated following last audit.,,2025-03-07 00:00:00.000,2026-07-10 08:00:00.000
3028,6,Synthetic Site 006,True,CN,3007,SI_D_SW,2025,Y,Approved,CNY,8678.0,Fuel burning boiler,2.0,Air polluting installations,Subject to authorization,BImSchV,,,2025-03-07 00:00:00.000,2026-07-10 08:00:00.000
3028,6,Synthetic Site 006,True,CN,3007,SI_D_SW,2025,Y,Approved,CNY,8679.0,Oil-water separator,2.0,Waste water treatment plants,Notifiable,WHG,,,2025-03-07 00:00:00.000,2026-07-10 08:00:00.000
